,sentence,author
391,"“Well,” said the inspector with a grave and thoughtful face, “whoever he may have been, and whatever he may have wanted, he’s gone for the present, and we have more immediate things to attend to.",Doyle
392,"He took the papers to London to sell the secret, intending, no doubt, to have the plans themselves back in the safe next morning before they were missed.",Doyle
393,We never saw the hound.,Doyle
394,“A pretty justice!,Doyle
395,“No.”,Doyle
396,"He had hardly got started with the work, however, when his quick ears caught the sounds of a distant car.",Doyle
397,"I got among bad companions, took to drink, had no luck with my claim, took to the bush, and in a word became what you would call over here a highway robber.",Doyle
398,That’s why I want to get over the water as soon as you do.”,Doyle
399,“My private note-paper.”,Doyle
400,"The scent suggested the presence of a lady, and already my thoughts began to turn towards the Stapletons.",Doyle
401,"The proposition took me completely by surprise, but before I had time to answer, Baskerville seized me by the hand and wrung it heartily.",Doyle
402,"The window of the room in which they sat was closed, but the blind was not drawn down.",Doyle
403,"""Well, I am glad from my heart that you are here, for indeed the responsibility and the mystery were both becoming too much for my nerves.",Doyle
404,"I did as he directed, and was instantly conscious of a strong tarry smell.",Doyle
405,“Here are paper and pen.,Doyle
406,"No one else, I think.”",Doyle
407,"He was clearly so scared by his mischance in breaking the window and by the approach of Peterson that he thought of nothing but flight, but since then he must have bitterly regretted the impulse which caused him to drop his bird.",Doyle
408,We shall then look thoroughly into the affair.,Doyle
409,He was a fierce and terrible man.,Doyle
410,Gregson sprang out of his chair and upset the remainder of his whiskey and water.,Doyle
411,"“Yes, and I have no doubt that is her ring.”",Doyle
412,"We also know that he could not have been concealed in the room, as there is no concealment possible.",Doyle
413,"Here he is, sending out messages to an accomplice—there are several of his gang in London.",Doyle
414,"He had lit his pipe again, and was leaning back with drooping eyelids.",Doyle
415,"Holmes stuck his feet up on the corner of the mantelpiece and, leaning back with his hands in his pockets, began talking, rather to himself, as it seemed, than to us.",Doyle
416,“We are through the line of sentinels.,Doyle
417,"Perhaps, if you loved a woman, you would have done as much yourself.",Doyle
418,"“Wait a bit, my friend,” said he.",Doyle
419,There were no signs of violence.,Doyle
420,"“Well then, I shan’t tell you.",Doyle
421,"I have it here and I will read it to you:  “‘The Copper Beeches, near Winchester.",Doyle
422,You have the correct intuition.,Doyle
423,"“Couldn’t say, I am sure, sir.",Doyle
424,It was clear to me at a glance that he was in the grip of some deadly and chronic disease.,Doyle
425,"Do you stay here, and the odds are that you will see me again in an hour or two.",Doyle
426,"“Wait a bit, Mrs. Warren.",Doyle
427,It was close upon twelve before I heard the sharp sound of his latch-key.,Doyle
428,She is even more affected than I.”,Doyle
429,Hence it came about that his farm and all that belonged to him prospered exceedingly.,Doyle
430,"""He cannot escape us, madam.""",Doyle
431,"I knew Sir Charles's generosity, and I thought that if he heard the story from my own lips he would help me.""",Doyle
432,“‘Not at all.,Doyle
433,"Please, please, be frank with me, Miss Stapleton, for ever since I have been here I have been conscious of shadows all round me.",Doyle
434,"“I can assure you, Mr. Holmes,” said Lestrade, “that every carriage has been carefully examined.",Doyle
435,The same dead silence still reigned all round.,Doyle
436,“It was I who brought about the separation between Irene Adler and the late King of Bohemia when your cousin Heinrich was the Imperial Envoy.,Doyle
437,It was in the course of them that I contracted this complaint.,Doyle
438,Because he limped—he was lame.”,Doyle
439,"""It certainly did cross my mind that it might be a little dull--less for you, perhaps, than for your sister.""",Doyle
440,Because there was no reliable test.,Doyle
441,It may play its part in the trial.”,Doyle
442,"In the middle of it rose two great stones, worn and sharpened at the upper end, until they looked like the huge corroding fangs of some monstrous beast.",Doyle
443,He stood for an instant fuming with rage and uncertain whether he should not renew his attack.,Doyle
444,I passed my hand over my brow.,Doyle
445,“There is no ‘perhaps’ about it.,Doyle
446,"On opening the _Standard_, however, I found that there was a fresh allusion to the business.",Doyle
447,"Holmes turned to his desk and, unlocking it, drew out a small case-book, which he consulted.",Doyle
448,"Mr. Sidney Johnson, the senior clerk, met us at the office and received us with that respect which my companion’s card always commanded.",Doyle
449,“Not at all.,Doyle
450,"They are all people who are in trouble about something, and want a little enlightening.",Doyle
451,"“Here it is,” said he presently:  “‘Ku Klux Klan.",Doyle
452,My heart leaped within me as I saw it.,Doyle
453,"""The matter is a very private one.""",Doyle
454,Lestrade shrugged his shoulders.,Doyle
455,I have driven down to tell you so.,Doyle
456,"""Didn't he get the telegram?",Doyle
457,Is it not glorious?”,Doyle
458,"And now, gentleman, I would ask you whether we have anything to fear from the law, or whether any judge upon earth would condemn my Gennaro for what he has done?”",Doyle
459,“I’m all alone in the house.,Doyle
460,"I have established a right of way through the centre of old Middleton's park, slap across it, sir, within a hundred yards of his own front door.",Doyle
461,“It is very pleasant to see the first green shoots upon the hedges and the catkins on the hazels once again.,Doyle
462,I exclaimed.,Doyle
463,"He relapsed into a moody silence, which was not broken until we drew up in Serpentine Avenue.",Doyle
464,"“There will be no more murders,” he said at last, stopping abruptly and facing us.",Doyle
465,From there I should explore every hut upon the moor until I lighted upon the right one.,Doyle
466,"He walked over from the station, and was admitted by my faithful old Lal Chowdar, who is now dead.",Doyle
467,"""The exact date is 1742.""",Doyle
468,Henderson has two children—girls of eleven and thirteen.,Doyle
469,"Holmes paced with light, swift steps about the room; he sat in the various chairs, drawing them up and reconstructing their positions.",Doyle
470,“He had one big brown bag with him—nothing else.”,Doyle
471,"""Might I trouble you for it--the inside page, please, with the leading articles?""",Doyle
472,"There is no devil in hell, Mr. Holmes, and there is no man upon earth who can prevent me from going to the home of my own people, and you may take that to be my final answer.""",Doyle
473,"""To go to Baskerville Hall.""",Doyle
474,"“You see, Watson, if all else fails me I have still one of the scientific professions open to me,” said Holmes, laughing.",Doyle
475,"“What a pretty box!” she said, stooping over it.",Doyle
476,"On an emergency he could keep the hound in the out-house at Merripit, but it was always a risk, and it was only on the supreme day, which he regarded as the end of all his efforts, that he dared do it.",Doyle
477,The doctor said Brenda must have been dead at least six hours.,Doyle
